"Bradi0012s00100.1"	"GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414"
"Bradi5g04854.7"	"unknown"
"Bradi5g04856.1"	"unknown"
"Bradi5g04858.1"	"unknown"
"Bradi5g04860.1"	"GO:0000166;GO:0003676"
"Bradi5g05060.1"	"GO:0005515;GO:0008565;GO:0031204"
"Bradi5g05070.1"	"GO:0004751;GO:0009052"
"Bradi5g05077.1"	"GO:0005524;GO:0008152;GO:0016301"
"Bradi5g05090.7"	"GO:0070461"
"Bradi5g05100.1"	"GO:0005516"
"Bradi5g05110.1"	"GO:0003824;GO:0046983"
"Bradi5g05125.1"	"GO:0008152;GO:0016758"
"Bradi5g05140.1"	"GO:0008270"
"Bradi5g05150.2"	"unknown"
"Bradi5g05158.1"	"unknown"
"Bradi5g05162.2"	"GO:0005488"
"Bradi5g05170.1"	"unknown"
"Bradi5g05177.1"	"unknown"
"Bradi5g05180.3"	"unknown"
"Bradi5g05190.3"	"GO:0006812;GO:0008324;GO:0016021;GO:0055085"
"Bradi5g05200.4"	"GO:0003924;GO:0005525"
"Bradi5g05210.2"	"unknown"
"Bradi5g05214.1"	"unknown"
"Bradi5g05220.1"	"unknown"
"Bradi5g05225.2"	"GO:0003677;GO:0005634"
"Bradi5g05226.3"	"GO:0003677"
"Bradi5g05228.2"	"unknown"
"Bradi5g05230.1"	"GO:0005515"
"Bradi5g05430.1"	"GO:0003824;GO:0004425;GO:0008152"
"Bradi5g05630.1"	"GO:0005506;GO:0016491;GO:0016705;GO:0031418;GO:0055114"
"Bradi5g05650.1"	"GO:0005488;GO:0006886;GO:0008536"
"Bradi5g05669.1"	"GO:0005524;GO:0015986;GO:0015991;GO:0016820;GO:0033178;GO:0046933"
"Bradi5g05687.1"	"GO:0008137;GO:0048038;GO:0051536;GO:0051539;GO:0055114"
"Bradi5g05692.1"	"unknown"
"Bradi5g05700.1"	"unknown"
"Bradi5g05900.1"	"unknown"
"Bradi5g05921.1"	"unknown"
"Bradi5g05932.2"	"unknown"
"Bradi5g05967.1"	"GO:0004842;GO:0005488;GO:0016567"
"Bradi5g06097.1"	"unknown"
"Bradi5g06147.2"	"unknown"
"Bradi5g06277.1"	"unknown"
"Bradi5g06357.3"	"GO:0000166;GO:0000287;GO:0004012;GO:0005524;GO:0015914;GO:0016021;GO:0046872"
"Bradi5g06370.1"	"GO:0005515"
"Bradi5g06377.1"	"GO:0008152;GO:0016758"
"Bradi5g06390.1"	"GO:0005515;GO:0006457"
"Bradi5g06409.1"	"unknown"
"Bradi5g06566.1"	"unknown"
"Bradi5g06620.1"	"GO:0003700;GO:0005634;GO:0006355;GO:0046983"
"Bradi5g06636.1"	"unknown"
"Bradi5g06640.3"	"GO:0003777;GO:0005524;GO:0005871;GO:0007018;GO:0008017"
"Bradi5g06647.5"	"GO:0005515"
"Bradi5g06695.1"	"unknown"
"Bradi5g06765.1"	"GO:0006508;GO:0008234"
"Bradi5g06992.1"	"unknown"
"Bradi5g07080.1"	"GO:0008270;GO:0016491;GO:0055114"
"Bradi5g07090.1"	"GO:0000166;GO:0003676;GO:0005622;GO:0006810"
"Bradi5g07100.6"	"GO:0015095;GO:0015693;GO:0016021"
"Bradi5g07131.1"	"GO:0008270"
"Bradi5g07146.2"	"GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085"
"Bradi5g07152.1"	"GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085"
"Bradi5g07160.1"	"GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085"
"Bradi5g07170.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi5g07180.1"	"unknown"
"Bradi5g07190.1"	"GO:0003824;GO:0004802;GO:0008152"
"Bradi5g07206.1"	"unknown"
"Bradi5g07210.1"	"unknown"
"Bradi5g07218.1"	"unknown"
"Bradi5g07220.1"	"GO:0004316;GO:0006633;GO:0008152;GO:0008667;GO:0016491;GO:0019290;GO:0051287;GO:0055114"
"Bradi5g07225.1"	"unknown"
"Bradi5g07230.1"	"GO:0004553;GO:0004568;GO:0005975;GO:0006032"
"Bradi5g07240.1"	"GO:0003743;GO:0005515;GO:0005737;GO:0005852"
"Bradi5g07250.1"	"unknown"
"Bradi5g07270.1"	"GO:0006621;GO:0016021;GO:0046923"
"Bradi5g07280.1"	"unknown"
"Bradi5g07300.2"	"GO:0003677"
"Bradi5g07310.1"	"unknown"
"Bradi5g07350.1"	"GO:0005515"
"Bradi5g07353.1"	"GO:0003677"
"Bradi5g07355.2"	"unknown"
"Bradi5g07360.3"	"GO:0000155;GO:0000160;GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g07370.3"	"GO:0008152;GO:0008168"
"Bradi5g07380.1"	"unknown"
"Bradi5g07390.1"	"GO:0009507;GO:0046422;GO:0055114"
"Bradi5g07397.1"	"unknown"
"Bradi5g07410.1"	"GO:0006631;GO:0016491;GO:0045300;GO:0055114"
"Bradi5g07430.1"	"unknown"
"Bradi5g07435.1"	"unknown"
"Bradi5g07452.1"	"unknown"
"Bradi5g07541.1"	"unknown"
"Bradi5g07650.3"	"GO:0004842;GO:0005515;GO:0005634;GO:0006511;GO:0007275;GO:0008270;GO:0016567"
"Bradi5g07660.2"	"GO:0005515"
"Bradi5g07690.3"	"GO:0003924;GO:0005525"
"Bradi5g07700.3"	"unknown"
"Bradi5g07710.1"	"GO:0003924;GO:0005525"
"Bradi5g07720.1"	"GO:0046983"
"Bradi5g07730.1"	"GO:0005515"
"Bradi5g07740.5"	"GO:0000145;GO:0006887"
"Bradi5g07750.1"	"GO:0003824"
"Bradi5g07760.1"	"GO:0016491;GO:0055114"
"Bradi5g07765.1"	"unknown"
"Bradi5g07780.1"	"unknown"
"Bradi5g07790.1"	"GO:0005488;GO:0005515;GO:0006886;GO:0008270;GO:0016192"
"Bradi5g07797.2"	"GO:0004871;GO:0005834;GO:0007186"
"Bradi5g07813.1"	"unknown"
"Bradi5g07840.1"	"GO:0005515"
"Bradi5g07850.5"	"GO:0000166;GO:0000398;GO:0003676;GO:0003723;GO:0008270;GO:0045131"
"Bradi5g07855.1"	"GO:0031072;GO:0051082"
"Bradi5g07860.1"	"unknown"
"Bradi5g07870.3"	"unknown"
"Bradi5g07880.1"	"GO:0003824;GO:0004451;GO:0019752"
"Bradi5g07910.1"	"unknown"
"Bradi5g07925.1"	"GO:0003677"
"Bradi5g07930.1"	"GO:0003896;GO:0006269;GO:0016779"
"Bradi5g08140.1"	"unknown"
"Bradi5g08150.1"	"unknown"
"Bradi5g08157.1"	"unknown"
"Bradi5g08167.4"	"GO:0003677;GO:0005515;GO:0005634"
"Bradi5g08180.1"	"unknown"
"Bradi5g08190.1"	"unknown"
"Bradi5g08200.1"	"GO:0005249;GO:0006813;GO:0016021;GO:0030955"
"Bradi5g08210.1"	"unknown"
"Bradi5g08220.1"	"GO:0000287;GO:0003824;GO:0003984;GO:0009082;GO:0030976;GO:0050660"
"Bradi5g08230.6"	"GO:0004591;GO:0006099;GO:0008152;GO:0016624;GO:0030976;GO:0055114"
"Bradi5g08235.3"	"GO:0004591;GO:0006099;GO:0008152;GO:0016624;GO:0030976;GO:0055114"
"Bradi5g08240.3"	"GO:0030001;GO:0046872"
"Bradi5g08250.1"	"GO:0055085"
"Bradi5g08260.1"	"GO:0055085"
"Bradi5g08269.1"	"unknown"
"Bradi5g08273.2"	"unknown"
"Bradi5g08277.2"	"GO:0055085"
"Bradi5g08320.9"	"unknown"
"Bradi5g08340.1"	"GO:0008152;GO:0016597"
"Bradi5g08360.1"	"GO:0016787"
"Bradi5g08370.1"	"unknown"
"Bradi5g08372.11"	"GO:0000166;GO:0003676"
"Bradi5g08374.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi5g08376.1"	"unknown"
"Bradi5g08380.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi5g08390.1"	"GO:0008121;GO:0016020;GO:0016491;GO:0016679;GO:0051537;GO:0055114"
"Bradi5g08400.1"	"unknown"
"Bradi5g08446.1"	"unknown"
"Bradi5g08453.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi5g08460.1"	"GO:0016787"
"Bradi5g08480.2"	"GO:0030001;GO:0046872"
"Bradi5g08490.1"	"GO:0030001;GO:0046872"
"Bradi5g08500.1"	"GO:0005515"
"Bradi5g08510.1"	"GO:0003824"
"Bradi5g08520.4"	"GO:0015079;GO:0016020;GO:0071805"
"Bradi5g08523.1"	"unknown"
"Bradi5g08527.1"	"GO:0015079;GO:0016020;GO:0071805"
"Bradi5g08534.1"	"unknown"
"Bradi5g08550.11"	"unknown"
"Bradi5g08560.1"	"unknown"
"Bradi5g08580.1"	"GO:0000166;GO:0003676"
"Bradi5g08586.1"	"GO:0046982"
"Bradi5g08600.2"	"GO:0003677"
"Bradi5g08610.1"	"unknown"
"Bradi5g08620.3"	"GO:0004185;GO:0006508"
"Bradi5g08622.1"	"unknown"
"Bradi5g08630.2"	"unknown"
"Bradi5g08637.1"	"GO:0003723;GO:0006396;GO:0016779"
"Bradi5g08650.1"	"unknown"
"Bradi5g08662.1"	"unknown"
"Bradi5g08670.5"	"unknown"
"Bradi5g08680.1"	"GO:0005515"
"Bradi5g08690.1"	"unknown"
"Bradi5g08730.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g08740.1"	"GO:0009055;GO:0015035;GO:0045454"
"Bradi5g08750.1"	"GO:0005515;GO:0008270"
"Bradi5g08760.1"	"GO:0005515;GO:0008270"
"Bradi5g08767.1"	"unknown"
"Bradi5g08790.1"	"GO:0005515;GO:0008270"
"Bradi5g08800.1"	"GO:0003824;GO:0004556;GO:0005509;GO:0005975;GO:0043169"
"Bradi5g08810.1"	"GO:0003676;GO:0005634;GO:0006281;GO:0008081;GO:0008270;GO:0016818"
"Bradi5g08820.1"	"GO:0003824;GO:0050662"
"Bradi5g08825.1"	"unknown"
"Bradi5g08830.11"	"GO:0003824;GO:0004722;GO:0006470"
"Bradi5g08840.2"	"unknown"
"Bradi5g08850.1"	"unknown"
"Bradi5g08868.2"	"unknown"
"Bradi5g08871.2"	"unknown"
"Bradi5g08874.1"	"unknown"
"Bradi5g08880.1"	"unknown"
"Bradi5g08890.1"	"GO:0003824;GO:0003987;GO:0008152;GO:0016208;GO:0019427"
"Bradi5g08900.1"	"unknown"
"Bradi5g08907.3"	"unknown"
"Bradi5g08920.1"	"GO:0005524;GO:0016887;GO:0019538"
"Bradi5g08930.1"	"GO:0005515"
"Bradi5g08950.1"	"unknown"
"Bradi5g08960.1"	"unknown"
"Bradi5g08970.7"	"unknown"
"Bradi5g08980.1"	"unknown"
"Bradi5g08990.1"	"unknown"
"Bradi5g09000.1"	"GO:0047196"
"Bradi5g09010.1"	"unknown"
"Bradi5g09020.1"	"GO:0004664;GO:0008152;GO:0009094;GO:0016597"
"Bradi5g09030.1"	"GO:0004664;GO:0008152;GO:0009094;GO:0016597"
"Bradi5g09041.2"	"GO:0000105;GO:0004399;GO:0008152;GO:0008270;GO:0016491;GO:0051287;GO:0055114"
"Bradi5g09056.5"	"unknown"
"Bradi5g09066.2"	"unknown"
"Bradi5g09076.2"	"unknown"
"Bradi5g09090.1"	"unknown"
"Bradi5g09097.2"	"GO:0005515"
"Bradi5g09109.1"	"unknown"
"Bradi5g09115.2"	"unknown"
"Bradi5g09120.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi5g09130.1"	"GO:0009401"
"Bradi5g09140.2"	"GO:0003677;GO:0005634;GO:0006355"
"Bradi5g09147.1"	"GO:0005515"
"Bradi5g09151.1"	"unknown"
"Bradi5g09160.2"	"GO:0004721;GO:0005634"
"Bradi5g09170.2"	"GO:0003824;GO:0003844;GO:0004553;GO:0005975;GO:0005978;GO:0043169"
"Bradi5g09180.2"	"GO:0016787"
"Bradi5g09190.6"	"GO:0004407;GO:0016575"
"Bradi5g09200.1"	"GO:0003824;GO:0033926"
"Bradi5g09210.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g09212.1"	"unknown"
"Bradi5g09217.2"	"unknown"
"Bradi5g09230.1"	"unknown"
"Bradi5g09247.3"	"GO:0016787"
"Bradi5g09260.1"	"GO:0003677;GO:0006302;GO:0006310"
"Bradi5g09265.1"	"unknown"
"Bradi5g09270.1"	"unknown"
"Bradi5g09290.1"	"unknown"
"Bradi5g09300.1"	"GO:0003924;GO:0005525;GO:0043234;GO:0051258"
"Bradi5g09310.1"	"unknown"
"Bradi5g09320.1"	"GO:0009055;GO:0022900;GO:0051536;GO:0051537"
"Bradi5g09327.1"	"GO:0004553;GO:0005975"
"Bradi5g09340.1"	"unknown"
"Bradi5g09353.1"	"unknown"
"Bradi5g09360.1"	"GO:0009055;GO:0015035;GO:0045454"
"Bradi5g09370.1"	"GO:0006886;GO:0006888;GO:0008270;GO:0030127"
"Bradi5g09380.1"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi5g09400.2"	"unknown"
"Bradi5g09406.1"	"GO:0005515"
"Bradi5g09411.1"	"unknown"
"Bradi5g09420.1"	"GO:0004553;GO:0005975"
"Bradi5g09430.1"	"GO:0004553;GO:0005975"
"Bradi5g09460.2"	"GO:0003735;GO:0005840;GO:0006412"
"Bradi5g09470.1"	"unknown"
"Bradi5g09480.1"	"unknown"
"Bradi5g09491.2"	"unknown"
"Bradi5g09500.3"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0008097"
"Bradi5g09510.1"	"GO:0000166;GO:0003676"
"Bradi5g09517.1"	"GO:0005515"
"Bradi5g09530.1"	"unknown"
"Bradi5g09540.4"	"GO:0005515"
"Bradi5g09550.1"	"unknown"
"Bradi5g09557.1"	"unknown"
"Bradi5g09570.1"	"unknown"
"Bradi5g09580.3"	"GO:0005375;GO:0016021;GO:0035434"
"Bradi5g09610.2"	"unknown"
"Bradi5g09630.1"	"unknown"
"Bradi5g09650.1"	"GO:0016491;GO:0051920;GO:0055114"
"Bradi5g09657.4"	"GO:0019538"
"Bradi5g09670.1"	"unknown"
"Bradi5g09680.3"	"unknown"
"Bradi5g09702.2"	"GO:0009521;GO:0009523;GO:0009767;GO:0009772;GO:0015979;GO:0016020;GO:0016168;GO:0019684;GO:0045156"
"Bradi5g09706.1"	"GO:0009523;GO:0009539;GO:0015979;GO:0016020"
"Bradi5g09711.1"	"unknown"
"Bradi5g09714.1"	"unknown"
"Bradi5g09730.2"	"unknown"
"Bradi5g09737.1"	"GO:0005515"
"Bradi5g09750.1"	"unknown"
"Bradi5g09757.1"	"unknown"
"Bradi5g09777.3"	"GO:0004842;GO:0005488;GO:0016567"
"Bradi5g09790.1"	"unknown"
"Bradi5g09817.1"	"GO:0003824;GO:0016831;GO:0019752;GO:0030170"
"Bradi5g09830.1"	"GO:0005515;GO:0008270"
"Bradi5g09851.1"	"unknown"
"Bradi5g09861.2"	"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0048544"
"Bradi5g09880.5"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g09920.2"	"unknown"
"Bradi5g09930.1"	"GO:0000145;GO:0006893"
"Bradi5g09940.5"	"GO:0003723;GO:0006412"
"Bradi5g09992.1"	"GO:0016020;GO:0016021;GO:0022857"
"Bradi5g10010.1"	"unknown"
"Bradi5g10017.1"	"GO:0071949"
"Bradi5g10027.2"	"GO:0006950"
"Bradi5g10040.1"	"unknown"
"Bradi5g10050.2"	"GO:0005515"
"Bradi5g10060.1"	"unknown"
"Bradi5g10080.3"	"unknown"
"Bradi5g10090.1"	"unknown"
"Bradi5g10093.1"	"unknown"
"Bradi5g10100.1"	"GO:0003676"
"Bradi5g10102.2"	"unknown"
"Bradi5g10104.1"	"GO:0003677;GO:0003887;GO:0006260"
"Bradi5g10110.1"	"GO:0005515;GO:0005634;GO:0018024"
"Bradi5g10117.2"	"unknown"
"Bradi5g10130.1"	"GO:0016020;GO:0016760;GO:0030244"
"Bradi5g10134.1"	"unknown"
"Bradi5g10140.2"	"GO:0004514;GO:0004516;GO:0009435;GO:0019358"
"Bradi5g10150.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g10170.1"	"unknown"
"Bradi5g10177.1"	"GO:0006629;GO:0008081"
"Bradi5g10190.5"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g10200.3"	"unknown"
"Bradi5g10210.1"	"GO:0004252;GO:0006508"
"Bradi5g10220.4"	"GO:0018024"
"Bradi5g10230.2"	"GO:0006662;GO:0015035;GO:0045454"
"Bradi5g10240.1"	"unknown"
"Bradi5g10250.1"	"GO:0000774;GO:0006457;GO:0042803;GO:0051087"
"Bradi5g10260.1"	"GO:0005515"
"Bradi5g10277.2"	"unknown"
"Bradi5g10290.2"	"unknown"
"Bradi5g10300.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g10310.3"	"GO:0004644;GO:0006189;GO:0009058;GO:0016742"
"Bradi5g10330.2"	"GO:0003676;GO:0004386;GO:0005524"
"Bradi5g10357.2"	"GO:0003824;GO:0033926"
"Bradi5g10380.1"	"GO:0045454"
"Bradi5g10390.1"	"unknown"
"Bradi5g10400.1"	"unknown"
"Bradi5g10408.1"	"unknown"
"Bradi5g10417.1"	"unknown"
"Bradi5g10422.1"	"unknown"
"Bradi5g10426.2"	"unknown"
"Bradi5g10432.1"	"GO:0000166;GO:0003676;GO:0003824;GO:0005524;GO:0005622;GO:0006260;GO:0006281;GO:0006310;GO:0008026;GO:0043140;GO:0044237"
"Bradi5g10440.4"	"GO:0005515;GO:0008080;GO:0008270"
"Bradi5g10450.1"	"unknown"
"Bradi5g10460.1"	"unknown"
"Bradi5g10470.1"	"GO:0003677"
"Bradi5g10477.5"	"GO:0003777;GO:0005524;GO:0005871;GO:0007018;GO:0008017"
"Bradi5g10490.5"	"GO:0004601;GO:0006979;GO:0020037;GO:0055114"
"Bradi5g10500.1"	"GO:0005509;GO:0009523;GO:0009654;GO:0015979;GO:0019898"
"Bradi5g10510.1"	"GO:0003333;GO:0006810;GO:0015171;GO:0016020;GO:0055085"
"Bradi5g10517.1"	"unknown"
"Bradi5g10570.1"	"GO:0005515"
"Bradi5g10580.5"	"unknown"
"Bradi5g10590.1"	"unknown"
"Bradi5g10600.4"	"unknown"
"Bradi5g10610.3"	"GO:0005783;GO:0016853;GO:0045454"
"Bradi5g10630.3"	"unknown"
"Bradi5g10640.1"	"GO:0003677;GO:0006355"
"Bradi5g10670.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g10673.2"	"GO:0004672;GO:0006468"
"Bradi5g10676.1"	"unknown"
"Bradi5g10680.2"	"unknown"
"Bradi5g10690.2"	"GO:0042274"
"Bradi5g10700.1"	"GO:0004857;GO:0005618;GO:0030599;GO:0042545"
"Bradi5g10706.1"	"unknown"
"Bradi5g10730.1"	"unknown"
"Bradi5g10737.2"	"GO:0005737;GO:0017089;GO:0046836;GO:0051861"
"Bradi5g10750.2"	"GO:0046872"
"Bradi5g10757.1"	"GO:0008152;GO:0008667;GO:0016491;GO:0019290;GO:0055114"
"Bradi5g10770.1"	"GO:0046872"
"Bradi5g10777.1"	"unknown"
"Bradi5g10787.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g10800.1"	"unknown"
"Bradi5g10810.3"	"GO:0003700;GO:0004871;GO:0006355;GO:0007165"
"Bradi5g10820.4"	"GO:0000166"
"Bradi5g10860.1"	"GO:0006614;GO:0006950;GO:0008312;GO:0009415;GO:0048500"
"Bradi5g10880.1"	"GO:0005215;GO:0016021"
"Bradi5g10896.1"	"GO:0005515"
"Bradi5g10900.1"	"GO:0005525"
"Bradi5g10920.1"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi5g10930.2"	"GO:0016021"
"Bradi5g10950.1"	"GO:0003677;GO:0005634;GO:0006355;GO:0009725"
"Bradi5g10952.1"	"unknown"
"Bradi5g10954.1"	"GO:0005515"
"Bradi5g10955.2"	"GO:0009507;GO:0016853"
"Bradi5g10962.3"	"GO:0003735;GO:0005840;GO:0006412;GO:0015935"
"Bradi5g10965.1"	"unknown"
"Bradi5g10967.1"	"GO:0009772;GO:0019684;GO:0045156"
"Bradi5g10969.1"	"GO:0000166;GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi5g10970.5"	"GO:0005515"
"Bradi5g10980.4"	"GO:0006457"
"Bradi5g10985.1"	"unknown"
"Bradi5g10990.2"	"GO:0005787;GO:0006465;GO:0008233;GO:0016021"
"Bradi5g11000.1"	"unknown"
"Bradi5g11010.4"	"GO:0005515"
"Bradi5g11020.6"	"unknown"
"Bradi5g11025.1"	"unknown"
"Bradi5g11030.1"	"unknown"
"Bradi5g11040.3"	"unknown"
"Bradi5g11060.2"	"GO:0003824;GO:0006633;GO:0008152;GO:0016747"
"Bradi5g11070.1"	"unknown"
"Bradi5g11082.2"	"unknown"
"Bradi5g11090.2"	"GO:0004857"
"Bradi5g11100.1"	"unknown"
"Bradi5g11130.1"	"GO:0005515;GO:0006355;GO:0008270;GO:0042393"
"Bradi5g11147.1"	"GO:0016491;GO:0055114"
"Bradi5g11170.1"	"GO:0005515"
"Bradi5g11180.1"	"GO:0003676;GO:0046872"
"Bradi5g11205.2"	"GO:0006952;GO:0016021"
"Bradi5g11225.1"	"unknown"
"Bradi5g11230.1"	"GO:0008152;GO:0016758"
"Bradi5g11240.1"	"GO:0005524;GO:0005737;GO:0042026"
"Bradi5g11252.1"	"unknown"
"Bradi5g11261.2"	"GO:0003824;GO:0010181;GO:0016491;GO:0055114"
"Bradi5g11270.1"	"GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0046983"
"Bradi5g11280.1"	"GO:0003924;GO:0005525;GO:0005622;GO:0006886;GO:0006913;GO:0007165;GO:0007264;GO:0015031;GO:0016020"
"Bradi5g11290.3"	"GO:0005515"
"Bradi5g11295.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi5g11300.3"	"GO:0003824;GO:0006482;GO:0052689"
"Bradi5g11320.1"	"unknown"
"Bradi5g11330.9"	"GO:0006355;GO:0008270"
"Bradi5g11340.4"	"GO:0005216;GO:0005247;GO:0006821;GO:0016020;GO:0055085"
"Bradi5g11350.1"	"GO:0000160"
"Bradi5g11360.4"	"GO:0000166;GO:0004814;GO:0005524;GO:0005737;GO:0006420"
"Bradi5g11370.1"	"unknown"
"Bradi5g11479.1"	"unknown"
"Bradi5g11516.1"	"GO:0006355"
"Bradi5g11590.1"	"GO:0005515;GO:0016491;GO:0016702;GO:0046872;GO:0055114"
"Bradi5g11610.5"	"GO:0004185;GO:0006508"
"Bradi5g11620.2"	"GO:0016491;GO:0055114"
"Bradi5g11640.1"	"GO:0003824;GO:0004351;GO:0006536;GO:0016831;GO:0019752;GO:0030170"
"Bradi5g11660.4"	"GO:0003824;GO:0008152"
"Bradi5g11670.2"	"unknown"
"Bradi5g11676.1"	"unknown"
"Bradi5g11683.1"	"unknown"
"Bradi5g11690.1"	"GO:0004190;GO:0006508"
"Bradi5g11710.1"	"unknown"
"Bradi5g11740.1"	"unknown"
"Bradi5g11750.1"	"GO:0005515;GO:0009507;GO:0009540;GO:0009688;GO:0016020;GO:0055114;GO:0071949"
"Bradi5g11757.5"	"unknown"
"Bradi5g11770.1"	"GO:0008107;GO:0016020;GO:0042546"
"Bradi5g11780.2"	"GO:0003824;GO:0004722;GO:0006470"
"Bradi5g11790.1"	"unknown"
"Bradi5g11800.3"	"unknown"
"Bradi5g11810.1"	"GO:0000166;GO:0003676"
"Bradi5g11820.2"	"unknown"
"Bradi5g11830.1"	"GO:0006508;GO:0008234"
"Bradi5g11840.1"	"unknown"
"Bradi5g11860.1"	"GO:0005515"
"Bradi5g11870.1"	"GO:0005515;GO:0008270"
"Bradi5g11880.1"	"GO:0005515;GO:0008270"
"Bradi5g11887.1"	"unknown"
"Bradi5g11900.2"	"unknown"
"Bradi5g11913.1"	"unknown"
"Bradi5g11920.5"	"GO:0000786;GO:0003677;GO:0046982"
"Bradi5g11930.3"	"unknown"
"Bradi5g11942.1"	"unknown"
"Bradi5g11950.2"	"GO:0008152;GO:0016758"
"Bradi5g11970.1"	"unknown"
"Bradi5g11980.5"	"GO:0003824;GO:0004722;GO:0006470"
"Bradi5g11990.1"	"GO:0003913;GO:0006281"
"Bradi5g12000.1"	"GO:0016579;GO:0036459"
"Bradi5g12010.4"	"GO:0003735;GO:0005840;GO:0006412;GO:0019843"
"Bradi5g12020.1"	"GO:0016020;GO:0016021;GO:0022891;GO:0055085"
"Bradi5g12060.1"	"GO:0016020;GO:0016021;GO:0022891;GO:0055085"
"Bradi5g12070.1"	"GO:0016020;GO:0016021;GO:0022891;GO:0055085"
"Bradi5g12080.1"	"unknown"
"Bradi5g12090.1"	"unknown"
"Bradi5g12100.1"	"GO:0003824;GO:0009107;GO:0016992;GO:0051536;GO:0051539"
"Bradi5g12110.18"	"GO:0005618;GO:0007155"
"Bradi5g12120.1"	"GO:0005515"
"Bradi5g12150.1"	"GO:0009765;GO:0016020"
"Bradi5g12165.1"	"unknown"
"Bradi5g12180.1"	"GO:0004022;GO:0008152;GO:0008667;GO:0016491;GO:0019290;GO:0055114"
"Bradi5g12198.5"	"unknown"
"Bradi5g12205.2"	"GO:0003840;GO:0006749"
"Bradi5g12220.2"	"unknown"
"Bradi5g12227.3"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi5g12240.3"	"unknown"
"Bradi5g12250.1"	"GO:0003824;GO:0005975;GO:0016853;GO:0019318;GO:0030246"
"Bradi5g12260.1"	"GO:0003824;GO:0005975;GO:0016853;GO:0019318;GO:0030246"
"Bradi5g12280.1"	"GO:0003824;GO:0005975;GO:0016853;GO:0019318;GO:0030246"
"Bradi5g12283.1"	"unknown"
"Bradi5g12290.1"	"GO:0047262"
"Bradi5g12291.1"	"unknown"
"Bradi5g12307.3"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi5g12317.1"	"GO:0000287;GO:0004427;GO:0005737;GO:0006796"
"Bradi5g12322.1"	"unknown"
"Bradi5g12330.2"	"GO:0006006;GO:0016620;GO:0050661;GO:0051287;GO:0055114"
"Bradi5g12334.1"	"unknown"
"Bradi5g12340.1"	"unknown"
"Bradi5g12341.1"	"unknown"
"Bradi5g12347.1"	"GO:0005634;GO:0006334"
"Bradi5g12360.1"	"GO:0016817"
"Bradi5g12370.1"	"GO:0004252;GO:0005515;GO:0006508"
"Bradi5g12380.1"	"GO:0005524;GO:0016887"
"Bradi5g12390.1"	"GO:0006952"
"Bradi5g12395.2"	"unknown"
"Bradi5g12400.2"	"GO:0006777"
"Bradi5g12407.6"	"GO:0003677;GO:0006355"
"Bradi5g12417.1"	"GO:0003677"
"Bradi5g12430.1"	"GO:0003735;GO:0005840;GO:0006412"
"Bradi5g12442.1"	"unknown"
"Bradi5g12449.1"	"GO:0003700;GO:0005634;GO:0006355"
"Bradi5g12456.1"	"unknown"
"Bradi5g12470.1"	"unknown"
"Bradi5g12490.1"	"unknown"
"Bradi5g12510.2"	"GO:0019904"
"Bradi5g12520.1"	"GO:0005875;GO:0007017"
"Bradi5g12530.1"	"GO:0016020"
"Bradi5g12540.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g12547.2"	"unknown"
"Bradi5g12557.2"	"GO:0005515"
"Bradi5g12570.1"	"unknown"
"Bradi5g12580.1"	"GO:0006541;GO:0008152;GO:0016787"
"Bradi5g12590.3"	"unknown"
